Source,Exercise,Participant,label,hand,rep_count,start_value_mean,start_value_std,peak_value_mean,peak_value_std,end_value_mean,end_value_std,num_frames_up_mean,num_frames_up_std,num_frames_down_mean,num_frames_down_std,vel_mean_down_mean,vel_mean_down_std,vel_sd_down_mean,vel_sd_down_std,acc_mean_down_mean,acc_mean_down_std,acc_sd_down_mean,acc_sd_down_std,vel_mean_up_mean,vel_mean_up_std,vel_sd_up_mean,vel_sd_up_std,acc_mean_up_mean,acc_mean_up_std,acc_sd_up_mean,acc_sd_up_std,freq num,magnitude mean,magnitude sd,DF3_freq,DF2_freq,DF1_freq,DF3_mag,DF2_mag,DF1_mag,CL,cycles num
naama_pilot,raise_arms_bend_elbows,46_3.xlsx,1,right,6.839779712,7.357057139,5.472878541,-0.099925552,0.981936605,5.224684401,5.613412643,-1.494384127,-0.29343965,-3.251946857,-0.227014631,-2.593294216,1.416606426,3.650841441,1.484605906,-3.140667965,1.634929922,2.350189017,1.047642573,0.621700793,0.827671683,0.41345536,1.241458946,0.056280557,1.129312273,0.616521427,1.464263322,1.018060115,0.087282862,-0.724450401,1.550897696,-1.792112516,-1.935965489,-0.270332237,-0.669384506,-0.907756099,8.724961031,-2.760839368
naama_pilot,raise_arms_bend_elbows,47_2.xlsx,0,left,-0.252576799,-0.432764933,0.35670525,-1.040293838,0.132839833,-0.581259615,-0.729847049,-1.112463186,-0.485828209,0.458542792,-0.698639501,0.555307697,-0.453381595,0.440556154,0.194206132,0.226394114,-0.077225651,0.22563845,0.113798087,0.299267278,0.295290577,0.650911436,1.261747225,-0.023871009,0.455108874,0.342070584,1.163584836,0.720896622,-0.52562473,-0.613418075,-0.350522377,1.10433236,-0.507175244,0.179030647,-0.876828879,0.112719669,0.047473128,-0.007284537
naama_pilot,raise_arms_bend_elbows,47_2.xlsx,1,right,0.292989087,4.87238216,3.391894149,-2.99522821,3.000553325,2.580553919,2.205693944,-1.314733389,0.471657851,-0.418392746,0.631472303,0.649842907,-0.128693474,2.11319073,0.11489142,0.335143331,-0.056357749,2.394735104,-0.097774777,-0.184518655,0.568692322,-0.548244574,1.069360446,0.138530426,0.119452979,-0.075598827,0.935076312,0.720896622,-0.620899722,-1.413119582,-1.051861515,1.10433236,-0.507175244,-0.568926011,-1.459711887,-1.129785295,0.047473128,-0.007284537
naama_pilot,raise_arms_bend_elbows,48_2.xlsx,1,left,3.566384399,-0.665820839,0.217149543,0.157510141,0.718423368,0.135401349,0.420606351,-1.843245853,-0.45072723,-1.38652958,1.070667993,-1.8123616,2.181854062,3.746124902,2.484584318,-2.351170699,5.089524015,2.492259327,1.125031834,2.620599647,1.800954599,1.729715086,1.484890871,2.145267261,1.884079259,2.262385222,2.040469252,1.709288239,-0.177632636,-1.017956316,-0.325642512,0.97772619,-0.504289816,0.181585254,-0.782919563,-1.369440354,0.045438113,0.779445415
naama_pilot,raise_arms_bend_elbows,48_2.xlsx,1,right,2.475252628,3.451256681,3.229927869,-0.517496439,3.015164285,3.580420509,2.979533491,-1.664900083,-0.759874096,-0.213774454,0.645410114,0.276463749,0.08230197,1.343535995,0.17475734,-0.296212486,0.744847373,1.386379377,0.5143684,1.349872538,2.374784387,1.227069719,3.02144307,1.938245936,1.634111593,1.377298589,2.365777795,1.709288239,-0.347445204,-1.272517862,-0.606678798,-0.435685063,0.791529858,-0.054873935,-0.77840744,-1.877527776,-0.461383339,3.926365222
naama_pilot,raise_arms_bend_elbows,48_3.xlsx,1,left,2.475252628,0.10267101,0.367778885,0.970050848,0.249618073,0.817730837,0.734422431,-1.634450805,-0.72000322,-0.794890404,0.536529123,-0.585086305,0.709523718,3.791893054,1.714098451,-1.159579623,0.835410354,2.202447692,0.847376788,1.950656668,1.553590172,2.256791029,0.835415977,1.942249362,1.053745843,1.943534988,1.390084478,3.1692654,-0.396724938,-0.965132253,-0.806404553,-1.929097379,-0.620406187,-0.49465016,-1.370088699,0.344063745,0.133498751,1.566175367
naama_pilot,raise_arms_bend_elbows,48_3.xlsx,1,right,2.475252628,0.836395741,0.954478399,0.345198686,0.261339741,-1.165737352,-0.529067559,-1.84759575,-1.084061739,-0.402023283,0.367679456,-0.932528449,2.509179684,2.960779819,1.299033559,-1.575690158,2.442481007,2.226257629,1.858343458,2.228585305,1.081967209,2.207207897,0.498088986,2.093972592,1.060728929,2.345356431,0.341771548,3.1692654,-0.468367152,-0.998301909,-0.806404553,-1.929097379,-0.620406187,-0.725918022,-1.460971435,0.30783979,0.133498751,1.566175367
naama_pilot,raise_arms_bend_elbows,49_2.xlsx,0,left,1.384120857,1.479456963,4.381090408,0.131365886,0.586743145,-0.722651889,-0.87754459,-0.940207272,-0.763374277,-1.921109484,0.32350468,-0.797794643,-0.022246217,1.961662294,-0.11173811,-0.068206115,-0.081347397,0.873204349,-0.105076792,0.166712586,-0.294130595,1.065587393,-0.131682023,-0.513693528,-0.284837628,0.704015976,-0.206417293,-0.273955072,0.211952614,0.085185042,0.855700239,1.90932735,-1.854800908,1.297651666,0.85674577,-0.625829965,5.764939574,-2.760839368
naama_pilot,raise_arms_bend_elbows,49_2.xlsx,1,right,1.929686743,1.620394651,2.876107472,0.108282012,-0.524673634,1.550380175,4.441990321,-1.446218906,-1.141084768,-2.199687988,-0.249651866,-0.929510926,0.288461355,2.66074269,-0.213336799,-1.526940571,2.876185298,1.055192289,-0.120679718,0.800592157,-0.094288189,1.237699495,0.470182713,0.099041195,0.637610744,0.907969075,0.118273469,-0.273955072,0.202691836,0.003092355,0.855700239,-1.908750809,1.645624594,1.567110909,0.376595973,-0.525601315,-0.604920887,2.352905319
naama_pilot,raise_arms_bend_elbows,4_2.xlsx,1,left,6.839779712,0.395018958,1.877072993,-0.634009208,2.988289408,-0.180131678,0.579038995,-1.945033439,-1.393851687,-4.18009543,-0.975220584,-6.498302953,2.050159351,7.625103883,2.694229336,-8.230074382,5.605562347,6.215993046,1.339988399,2.071556055,1.735454268,1.528478313,2.136795233,2.451036481,2.359639642,1.929648643,2.705106861,-0.532358109,1.013968877,-0.37535878,-0.998315749,-1.559572287,2.591066919,-0.616813973,-1.185694559,-2.172412318,-0.703169814,3.13963527
